score,y
0.006076311245329331,0
0.013986456717150621,0
0.0066501624695745176,0
0.005568517541096534,0
0.019975449966614756,0
0.015624004637800363,0
0.007829184418308285,0
0.005011864113385274,0
0.011443546418682128,0
0.003749944652116402,0
0.009407896495910235,0
0.020443049313454968,0
0.014014457976176724,0
0.009878346657358202,0
0.005231227111311729,0
0.008398815953534889,0
0.009213568377267008,1
0.057135951947318124,1
0.010650221066023294,1
0.007930898010259629,1
0.0052334001821607076,1
0.010085533531072196,1
0.0068024569325456094,1
0.008132472785044765,1
0.019781808209743887,1
0.012858920956361937,1
0.012092502802068077,1
0.014628598503983754,1
0.0043921569926631985,1
0.009869162929569011,1
0.005661920654377257,1
0.01284915640270971,1
